id,to,from,label
E7616,2265,1542,1
E1288,2262,2485,0
E1506,2256,1515,0
E8691,1772,2651,1
E6486,1533,2686,0
E10134,697,904,0
E516,291,45,0
E3955,1844,236,0
E4271,246,283,0
E7345,2693,2060,1
E9991,354,233,1
E8114,1994,35,1
E6300,1137,1194,0
E3874,2647,595,0
E3592,506,245,1
E554,70,633,1
E4430,1967,1675,1
E8561,540,2347,1
E6480,1114,2075,0
E2214,598,641,1
E8370,1685,2655,1
E354,223,2241,0
E72,278,1038,0
E6216,2238,1891,1
E3177,638,292,1
E321,1059,297,1
E10222,1502,735,0
E4028,2137,1046,1
E2295,2237,1125,0
E4818,556,333,1
E3604,1153,2580,0
E3288,644,557,0
E4000,1763,2080,0
E1355,729,1702,0
E2948,872,1887,1
E3930,2245,1723,1
E2583,2699,1365,0
E6180,1956,1314,1
E10463,146,448,1
E184,1383,551,1
E5563,2450,1661,1
E3002,1002,117,1
E3699,2495,2491,1
E3712,1547,652,0
E6601,972,1414,0
E2606,2420,2332,1
E4027,606,1458,1
E3765,1582,2516,0
E8827,1551,2434,0
E9374,2529,2173,0
E5376,2661,2430,0
E10305,1848,591,0
E6393,1866,984,0
E4178,2524,2653,0
E2052,302,2442,1
E8819,1662,1700,1
E7372,697,452,1
E4552,1874,223,0
E7841,514,1485,1
E3511,903,467,0
E3841,44,2191,0
E1482,623,369,1
E2066,286,2193,1
E4341,2360,2686,0
E1392,1788,486,1
E8204,1220,2324,0
E3174,1801,142,1
E10058,444,1906,1
E10154,919,2402,0
E9943,1772,1172,1
E2957,1412,2062,0
E10211,417,259,0
E3106,187,2673,0
E6085,2222,2197,1
E8571,661,615,1
E8302,1412,2635,0
E9568,2367,1200,0
E3982,1634,391,0
E3041,1026,464,0
E6975,680,1227,1
E10802,1396,580,0
E4466,484,1509,1
E780,354,2652,1
E5484,1887,277,0
E4109,1856,443,1
E7076,1785,154,0
E7202,1383,503,1
E1487,1642,1556,0
E397,101,1697,1
E5469,1801,2606,0
E970,1056,1686,0
E8777,1230,381,0
E4807,1892,1327,0
E2759,354,998,1
E3720,1539,30,1
E8116,598,462,1
E9343,2633,1308,0
E6627,268,951,0
E8854,246,607,0
E7200,692,2707,0
E2424,2549,605,0
E1984,2212,472,1
E4480,1577,1609,1
E2801,1880,1196,0
E7625,1329,1862,1
E9526,394,435,1
E6403,1162,749,0
E6183,254,469,1
E1077,1212,2444,1
E4830,2669,42,1
E7559,1481,1404,1
E4107,2253,1431,0
E6140,2284,377,0
E1830,428,1127,0
E8457,275,1061,1
E392,1964,2611,0
E938,1523,1037,0
E6424,2353,2669,0
E1491,10,2006,1
E2350,140,1629,0
E9891,2535,570,0
E3498,2647,394,0
E9547,1246,1435,0
E269,725,1280,0
E9732,1544,2623,0
E6107,1016,1735,1
E55,2579,583,0
E2811,1186,1001,0
E10110,1336,1988,0
E3551,1432,1029,0
E1198,214,2599,0
E7118,2576,1673,0
E182,2251,1944,0
E1363,1076,28,1
E8876,1950,621,0
E10258,1952,2171,1
E2454,2559,412,1
E8279,2101,1562,0
E10624,1388,399,1
E578,494,936,1
E1206,250,1009,1
E10089,1685,504,1
E3424,2001,1876,1
E4219,2450,489,1
E5830,2562,2501,0
E5605,1728,682,1
E1173,514,540,1
E7779,1300,98,0
E5551,1385,1844,0
E8111,252,973,1
E632,1002,2252,1
E10759,138,692,0
E9747,2482,30,1
E4402,354,2613,1
E10629,366,2144,0
E8703,168,1860,0
E8583,774,607,1
E2287,543,2289,0
E8158,2081,1757,0
E6392,1457,2616,0
E10469,1640,2372,1
E7295,1155,434,1
E9831,470,1992,0
E3451,313,1096,1
E4444,1460,559,0
E4378,418,2523,1
E2639,490,2075,0
E1550,2543,2107,0
E3573,1685,1371,1
E6012,382,319,0
E1152,936,133,1
E10119,2157,637,0
E3354,2450,2335,1
E4436,2540,2067,1
E9326,1527,1643,0
E1702,2507,2574,0
E2835,774,262,0
E644,1137,2209,1
E4884,1347,1290,0
E7470,1987,512,0
E6410,1383,2626,1
E7958,1568,1080,1
E2090,2261,2187,1
E180,2188,1384,0
E6583,2525,2543,0
E8529,2001,644,0
E4948,245,2138,0
E2386,365,1033,0
E181,750,1952,1
E1071,829,2362,0
E8118,1682,2396,1
E1255,2505,1189,0
E8614,2467,151,1
E5433,897,2522,1
E10610,2166,1201,1
E6748,2002,2058,0
E5982,259,1740,1
E2434,1664,1926,0
E7017,2245,2384,1
E4707,897,1888,1
E6063,1599,760,0
E1367,513,878,0
E1609,864,2679,0
E7715,680,789,1
E3546,2521,1696,1
E3240,991,2347,0
E9216,1743,1350,0
E7336,584,808,0
E3622,2154,1606,0
E5805,949,2217,0
E4014,377,1352,0
E7142,2232,350,1
E8894,1044,724,1
E1793,1047,1146,0
E3477,2520,1990,0
E6397,2660,1861,0
E5318,749,705,1
E4292,404,518,0
E9499,2402,233,0
E284,734,2145,1
E10081,581,853,0
E6345,1762,1677,0
E7847,248,766,0
E2037,1557,2701,0
E4191,1958,15,1
E3959,598,1926,1
E6581,1456,2410,0
E8932,1219,1520,1
E10693,275,211,1
E4308,1155,624,1
E1893,1270,710,0
E1416,1983,1273,1
E5154,2384,1723,1
E10163,938,7,0
E216,1547,2673,1
E1780,2384,112,1
E10413,2348,2162,1
E2734,1994,824,0
E3608,1895,777,0
E3358,223,365,1
E5933,1245,1787,1
E3399,1200,1554,0
E6248,2029,1036,0
E1666,2487,67,0
E9466,1067,65,0
E2270,1855,5,1
E8589,1915,1502,1
E8108,692,1112,1
E9323,1983,1792,0
E3552,694,1093,0
E4004,994,1947,0
E8328,1910,2243,1
E10616,2007,2572,0
E5793,1685,1805,1
E8539,2062,2437,1
E3099,495,2292,1
E2020,2221,294,0
E9883,2239,542,0
E3178,1893,1909,0
E8459,2627,789,0
E10538,1803,2427,1
E10396,1281,1584,1
E2257,631,2621,0
E2978,676,1192,1
E4203,1663,1081,0
E10453,1592,712,1
E732,393,1330,1
E806,115,2394,0
E53,867,318,0
E549,1058,1020,0
E3298,1685,2079,1
E1323,2685,144,0
E1521,935,562,1
E10235,1137,2419,1
E1987,2487,1759,1
E1049,1034,891,0
E120,1068,1126,1
E4543,125,605,0
E5808,1630,288,1
E9324,692,1545,1
E9212,372,1730,0
E3267,2092,523,1
E10642,2691,1719,0
E9197,2354,1815,1
E10454,2643,965,1
E1939,770,2509,0
E5003,354,1385,1
E2458,2612,1316,0
E8967,121,2673,1
E1208,2210,122,0
E4913,2144,233,0
E10602,4,142,1
E2780,1383,1200,1
E4399,2023,1939,1
E2217,695,1319,0
E1269,2450,8,1
E3582,27,1814,0
E4676,2245,976,1
E9062,354,246,1
E2764,2137,285,1
E8877,2068,1489,1
E3916,396,1378,1
E7694,118,316,0
E6212,2235,681,1
E2760,1467,2550,1
E8646,1308,200,1
E2945,1199,475,0
E3015,53,1858,0
E4687,2005,113,0
E5841,1829,2384,0
E10655,73,2055,1
E8140,98,996,1
E3405,1552,1077,0
E6041,80,2499,0
E10343,1510,294,0
E9225,2033,1418,1
E2877,2153,1752,0
E3441,1999,1962,1
E7233,2096,341,0
E2283,1173,1992,0
E5208,2543,2127,1
E8812,1383,894,1
E6162,462,2565,0
E2812,992,1696,0
E8455,2184,2337,0
E8481,975,334,0
E1322,2330,2133,1
E4123,354,545,1
E7173,1616,189,1
E3217,584,1653,0
E2210,955,258,0
E2461,1528,317,1
E7508,2251,919,1
E944,1819,2372,1
E10067,1495,762,0
E4632,1952,502,1
E9610,1113,1531,1
E6417,1438,860,0
E943,1690,2413,1
E10378,996,1312,0
E7477,354,2637,1
E5426,289,2466,1
E2804,2196,244,0
E722,178,1412,1
E10795,1290,1728,0
E10375,1421,1829,1
E6159,572,372,1
E8030,2422,2347,1
E8226,546,1710,1
E6602,643,1766,1
E10365,592,1219,0
E10640,2623,1608,0
E9055,749,2497,1
E3119,1823,697,0
E2465,1002,694,1
E4386,1370,727,1
E4674,118,2444,1
E4233,2217,2449,0
E979,515,451,0
E6093,1788,2056,1
E7723,1069,604,1
E5117,623,881,0
E1102,949,705,0
E426,91,1119,0
E2188,1295,2422,0
E3515,2630,1978,1
E4091,200,2685,1
E92,532,2163,0
E7930,1218,1099,0
E4514,2311,2347,1
E1664,1911,668,0
E7390,2024,984,0
E6079,509,1113,0
E2203,2229,1425,1
E8810,2507,1952,1
E6652,1117,2161,0
E10422,2695,1260,1
E4332,2388,2253,0
E4120,562,1711,0
E4258,189,2318,1
E3251,463,979,0
E3767,2424,354,0
E10439,188,2069,0
E1147,996,2293,0
E4484,2425,1891,0
E6485,777,2449,0
E2837,1821,1925,0
E1595,573,1046,1
E5528,83,2369,1
E10853,309,2473,1
E7797,1717,1088,1
E1910,1991,1561,1
E10218,1269,2189,0
E4261,1527,1931,0
E1138,2263,1391,0
E1020,1473,1222,0
E8592,1952,422,1
E10172,1800,949,1
E3597,2085,733,0
E4533,373,2074,0
E4539,249,148,0
E1972,546,1876,1
E7167,119,352,1
E6027,2327,2068,1
E9771,369,1916,1
E10037,686,166,0
E10547,226,934,1
E10701,2482,1441,1
E914,638,2022,1
E5347,341,50,1
E9025,2446,210,1
E8351,354,1898,1
E6335,590,570,1
E10030,227,1792,1
E5355,2052,2258,0
E67,2050,1773,1
E6966,2346,1722,0
E5353,1387,2023,0
E1467,1383,233,1
E6102,1123,2277,0
E2594,776,2582,0
E9044,641,2078,1
E3623,1829,1354,0
E4326,516,1161,1
E2338,699,2072,0
E9022,1463,2451,0
E7075,1205,156,1
E7572,2460,2512,1
E8642,1405,484,0
E3421,2681,1024,0
E830,1910,1301,1
E195,2583,834,0
E6838,1575,2474,1
E440,13,1582,0
E6471,1311,1214,1
E4255,1126,1972,1
E837,1206,2161,1
E8424,24,849,1
E9020,2322,2648,0
E8144,1078,872,0
E5149,222,2283,1
E6414,72,2435,0
E5835,396,2281,1
E1604,1655,2430,0
E10273,446,194,0
E8959,871,2259,1
E2610,2298,129,1
E10672,630,1341,1
E7647,982,1797,0
E7872,1496,2677,1
E4618,2603,2617,0
E8997,834,1173,0
E10283,1880,1059,0
E3403,1326,1568,0
E694,948,1163,0
E4588,2303,1760,0
E10726,20,1993,0
E1974,1613,1868,0
E4877,2450,1892,1
E8299,1077,938,0
E6091,1961,204,0
E6376,2648,869,1
E10730,1489,2203,0
E3166,670,1292,0
E4077,2107,2674,1
E10727,1600,133,0
E10155,440,2477,1
E1719,2043,375,0
E5102,1447,2484,0
E9906,2193,1358,0
E218,2165,357,0
E10466,1982,2221,1
E2489,1845,2446,0
E3376,594,1574,0
E3958,1268,475,1
E2015,51,458,1
E8350,1678,1788,0
E2779,2046,85,0
E5552,1946,1031,1
E7239,41,2384,1
E9639,1290,1202,0
E1547,1686,2535,1
E9310,1084,582,0
E4605,1825,2351,0
E10292,729,727,0
E4425,1305,694,1
E1245,2080,2576,1
E3321,2292,2000,0
E7517,396,1889,1
E791,397,198,1
E4257,1034,1688,0
E2341,1525,2017,0
E5424,1942,1728,1
E4172,2095,687,1
E6646,4,1615,0
E2650,297,1258,0
E7001,1781,1458,0
E8859,1476,1572,1
E466,1819,1283,1
E1904,2437,2425,0
E9858,679,1319,0
E2980,1796,2053,1
E9011,358,524,1
E3778,508,2429,0
E1765,763,241,0
E3852,2215,271,1
E7891,1307,349,0
E2910,366,295,1
E9104,285,94,0
E4535,79,1915,0
E811,782,2270,0
E8390,424,425,0
E3122,1000,998,1
E6828,2198,2056,0
E1585,781,866,1
E3566,155,1570,0
E8644,2097,1253,0
E7825,1803,2044,0
E6857,1845,1035,0
E3924,530,2075,0
E8708,117,858,0
E6319,1240,149,1
E4067,1294,1274,1
E584,1432,1618,0
E9621,637,1027,1
E3744,197,1979,1
E2601,2475,2674,1
E749,2050,2507,0
E9735,329,684,0
E674,1133,402,1
E7227,1537,159,1
E5910,425,1557,0
E7635,2362,2691,1
E5794,1677,1361,0
E587,799,432,0
E6950,2614,2043,0
E10117,1148,180,0
E1240,1685,1819,1
E173,387,760,0
E10052,1028,147,0
E2566,2337,2458,0
E155,2371,1457,1
E3638,2304,2102,1
E1368,2114,164,1
E1226,45,1777,0
E6412,1928,1444,0
E4589,1951,2251,0
E10562,2475,222,0
E9219,2077,759,0
E1808,505,1616,0
E4435,2458,509,1
E7436,2106,43,0
E9201,264,2252,0
E4356,1945,1778,0
E9849,630,1989,0
E137,2201,1429,0
E5633,2606,543,1
E10791,68,2228,1
E7004,1800,1854,1
E2845,891,2408,1
E483,1404,1848,0
E6420,1841,615,0
E8929,1481,2300,1
E6868,1726,2610,1
E5506,60,605,0
E8332,2384,1055,1
E3777,1246,1943,0
E3763,1862,2147,1
E10409,1253,648,0
E3574,1151,1739,0
E671,749,1581,1
E8813,1435,2674,1
E9245,2613,787,0
E3808,2040,281,1
E2383,1873,2250,1
E4149,510,2177,1
E6845,781,2512,1
E4298,2053,917,1
E5253,1735,1154,0
E10436,1824,1505,0
E239,354,419,1
E6172,2695,2057,1
E3114,114,2078,0
E8939,2298,371,1
E4161,1809,1338,0
E189,774,1060,0
E5146,2003,1650,0
E10545,2191,94,1
E49,914,2157,0
E3656,2467,1714,0
E10635,507,1217,1
E10080,2506,374,1
E9316,1463,2701,0
E8316,1308,2081,1
E10763,2362,889,0
E9535,537,292,1
E6137,309,2441,1
E3534,1996,2639,0
E7021,2338,2015,0
E8462,1833,1533,1
E9543,2267,837,0
E10357,2548,1756,0
E3407,2367,783,0
E8414,226,2152,1
E4329,700,458,0
E1477,2503,723,0
E1175,2395,1620,0
E2470,871,6,1
E1033,1437,899,0
E2663,2210,1736,1
E6826,1836,723,1
E3300,2522,238,0
E3026,2256,1807,0
E9221,2475,2567,1
E1590,1045,1595,1
E10162,972,773,0
E6037,210,2164,1
E4843,613,1187,1
E3344,770,676,1
E2581,561,138,0
E2027,1403,1882,0
E10045,1839,36,1
E1577,1152,1430,0
E2476,641,1375,1
E211,225,760,0
E7654,1409,77,1
E5745,623,656,1
E346,334,1805,0
E5819,1196,1918,0
E2477,2161,1739,0
E5760,1652,1538,0
E6645,1157,898,1
E8296,1363,1547,1
E1648,1892,498,1
E2340,554,210,0
E7940,232,1259,0
E3318,244,1148,1
E8334,2422,1519,0
E9704,2581,2388,1
E5337,936,1276,1
E3212,2361,2560,0
E8535,639,1650,1
E192,2578,1767,1
E2468,1819,1430,1
E1120,452,2207,1
E10259,1862,855,0
E5406,1685,764,1
E4331,1685,925,1
E4361,1999,1700,0
E10777,1326,1176,0
E9957,1886,132,1
E9748,680,380,1
E4116,903,1956,0
E10228,2660,1038,1
E1326,1332,1572,0
E9015,214,240,1
E5063,65,1116,1
E425,2581,2243,1
E7377,45,452,0
E9411,687,1482,1
E7688,1855,2567,1
E5815,1921,2149,1
E6055,1610,719,1
E1023,2314,515,1
E5173,278,707,1
E27,943,2442,1
E2100,2046,1629,0
E2658,259,1104,1
E4462,383,2691,1
E8061,903,123,1
E548,1321,2221,1
E8678,1411,995,0
E1759,1347,1008,0
E6220,341,1526,0
E1225,171,1252,0
E8063,1112,2458,0
E1231,1013,307,1
E7555,1949,2618,0
E9524,2546,1501,1
E10465,1788,953,1
E2421,2332,458,1
E7575,2456,1269,1
E5854,1161,1239,0
E10006,1540,1371,1
E5215,1412,12,0
E8488,546,433,1
E1721,782,1647,0
E9403,1058,88,0
E3074,1478,1803,1
E10770,2491,1765,0
E8393,776,2187,0
E6765,2520,486,0
E6192,1953,2496,1
E4104,1794,406,0
E1390,138,697,0
E9270,2351,2443,0
E5555,1709,1922,0
E10002,2657,1702,1
E1365,415,1918,0
E931,2066,111,1
E4712,602,2632,0
E1846,2172,1939,1
E6204,1132,777,1
E939,1111,2641,0
E3792,2187,1261,1
E2702,2438,168,1
E949,1122,2081,1
E1447,237,569,1
E7324,1204,2697,1
E2273,2450,551,1
E8808,1575,972,1
E393,2384,1695,1
E15,2062,920,0
E2605,2434,797,0
E7368,1348,1973,1
E9136,2181,179,1
E7201,2137,2157,1
E7800,2180,1048,1
E7922,1478,571,1
E3584,439,1119,1
E4031,450,1726,0
E666,1607,1020,0
E5165,2579,1093,1
E408,359,223,0
E1089,1645,2395,0
E489,223,1458,1
E4313,2695,2554,1
E7501,2491,701,1
E5542,134,2221,0
E9119,1868,625,0
E3772,1875,2261,0
E9792,575,716,0
E7374,2354,2049,1
E5425,1755,81,0
E9525,1685,1640,1
E9008,2085,924,0
E1954,1837,667,1
E8224,2390,2119,1
E7898,2264,2428,0
E3639,209,2439,1
E3229,712,2455,0
E9410,363,2426,1
E9035,801,2313,1
E3449,1354,536,0
E4670,881,1571,0
E2907,1949,1912,1
E3278,1293,2601,1
E7010,2652,110,1
E6600,1676,2126,0
E9368,1924,319,1
E3379,460,2564,0
E6875,1951,730,1
E3069,1760,1486,1
E4312,983,2010,0
E61,1308,376,1
E8514,1124,116,0
E5762,1747,2094,1
E5000,1635,2381,0
E6349,1515,910,0
E5627,1055,2703,0
E4796,2338,2505,1
E10595,1119,1036,0
E10813,2213,661,0
E6674,1776,404,0
E8222,526,2447,1
E128,2646,106,1
E10051,2217,357,0
E9677,2203,972,1
E10752,2354,730,1
E6841,122,1969,0
E1691,2645,1139,1
E720,2694,449,0
E2799,1481,439,1
E74,1029,1184,1
E1818,1067,1194,1
E9013,2154,1834,1
E5824,1730,1137,1
E3226,2047,1792,1
E9766,2421,452,1
E1504,1223,2044,0
E8363,1640,1654,0
E2075,2105,982,0
E245,629,1249,1
E1868,823,1952,1
E9203,2450,979,1
E4241,2556,532,1
E3233,761,2399,0
E3996,113,727,0
E1441,1551,821,0
E10145,1476,2434,1
E7049,548,916,1
E463,2375,2654,0
E8639,556,1610,1
E36,150,282,0
E5683,876,1504,0
E3420,657,1580,1
E2941,1142,700,0
E5788,1638,2118,0
E8502,2298,1936,1
E3754,606,2536,1
E520,1268,1020,0
E9810,243,6,0
E8936,742,169,0
E1046,1977,1953,0
E907,1803,802,1
E4694,41,2425,1
E8174,2032,2288,0
E5434,1495,824,1
E7226,139,2312,0
E4503,1537,1999,1
E7912,595,770,1
E5091,2050,2668,0
E10016,699,73,0
E5062,896,2154,0
E3391,118,2642,0
E10060,819,187,1
E8178,400,17,1
E6585,2032,2209,1
E3492,1677,842,1
E5917,1075,2552,0
E4595,1800,416,1
E4788,2303,1665,0
E525,1954,1913,0
E6463,653,1624,1
E9655,747,295,0
E9083,473,118,0
E1798,1424,1668,0
E5941,224,1539,1
E8258,1226,1743,0
E487,1575,260,1
E9220,1768,1631,0
E2387,244,1895,1
E8366,1479,495,1
E3781,2614,282,0
E219,1060,960,0
E8767,2500,693,0
E3195,1775,2562,0
E5706,1905,890,1
E3096,2477,2589,0
E8461,584,1849,0
E2047,2470,463,0
E8460,425,2167,1
E4006,2450,1541,1
E110,439,923,1
E9922,418,254,0
E7329,2212,2622,0
E7435,495,2277,0
E2006,585,2308,1
E2590,1084,1835,1
E4423,811,681,1
E1407,178,1094,1
E5970,1538,1801,0
E4020,2150,744,1
E7399,2617,30,1
E5150,993,2389,1
E8994,1867,2462,0
E4240,1712,1216,1
E9344,2422,2338,0
E8871,827,675,0
E7595,2369,2542,0
E2231,1068,995,0
E3637,1909,686,0
E2867,2508,2198,1
E8211,1952,1149,1
E8781,1700,411,0
E9195,1319,2682,1
E8412,820,1609,0
E1639,522,1576,1
E2838,1798,2146,0
E1164,2461,1686,0
E10698,932,2314,1
E6832,2257,55,0
E1360,1291,2536,1
E5230,1350,1671,1
E828,254,2361,1
E6945,1924,2470,0
E9244,2114,2061,0
E9593,2185,1999,1
E7162,1343,1129,0
E3097,2526,2311,0
E2362,1642,120,0
E1111,1824,1424,0
E9352,352,2632,1
E1098,332,2096,1
E598,1035,1704,1
E4171,693,663,1
E3001,1080,847,0
E7007,755,2074,0
E8922,433,544,0
E7979,1599,670,0
E5304,1881,2559,0
E4474,1975,2457,0
E4494,1498,1991,0
E2807,2009,1989,0
E8043,119,78,1
E10531,1420,2297,1
E514,259,501,0
E208,1762,2599,1
E10684,1476,2395,1
E7496,2412,139,0
E191,1993,848,0
E8722,886,419,1
E8828,1642,371,1
E1821,1373,44,0
E9098,2330,1144,0
E1012,1951,273,0
E5684,514,584,0
E9834,2260,1256,1
E870,842,45,0
E4960,1295,1324,1
E1319,1503,1867,1
E5972,1956,2106,0
E771,1596,628,0
E6622,377,1946,0
E863,2422,1385,1
E6812,88,794,0
E8730,1257,1040,0
E1107,2140,1536,0
E2082,1953,2300,1
E7823,123,1731,0
E9378,396,69,1
E7342,1079,2096,1
E4487,1347,1228,0
E8444,1484,2262,0
E3619,3,139,1
E6343,787,1961,1
E4584,664,883,0
E10450,2152,567,0
E9833,696,560,1
E3351,156,295,0
E5223,1493,842,1
E796,2572,2249,0
E5913,1645,2170,1
E3218,1686,1513,0
E9569,2228,1566,0
E3098,1401,990,0
E1762,59,668,0
E5107,309,1524,1
E1005,1634,2185,0
E7261,2351,291,1
E5754,811,1120,1
E1909,595,1646,1
E5873,1950,2509,0
E3954,224,2279,0
E7265,2308,1202,0
E10229,876,1321,0
E9822,202,1263,0
E685,2471,1441,0
E7514,209,880,1
E6353,2047,227,1
E5731,911,1613,0
E540,2311,1813,0
E3055,1955,1383,1
E6291,2211,2217,1
E9811,1646,639,1
E4068,1152,1915,0
E6263,2450,2218,1
E4475,585,318,0
E9448,311,2211,0
E1412,2546,2328,1
E7904,1635,1630,1
E678,1383,1773,1
E1155,1597,780,1
E7569,224,732,1
E10448,118,2277,1
E2828,1002,691,1
E4019,354,960,1
E9093,1951,1009,0
E391,1881,781,0
E1025,655,2010,1
E7731,1785,1411,0
E6253,1013,1864,1
E3971,255,181,1
E2485,1030,226,0
E8809,1918,41,0
E7702,2356,900,0
E4317,2450,1364,1
E4857,1997,2574,1
E9317,2221,2266,0
E9876,1305,2007,1
E5340,2329,567,1
E1,2045,130,0
E8616,1481,762,1
E5196,115,42,0
E9965,2304,262,1
E9776,1033,2095,1
E5892,612,2533,0
E5056,2450,1368,1
E6680,1122,1864,1
E1629,2578,667,0
E6234,2389,399,0
E3526,2226,2585,0
E6453,1844,1694,0
E294,2546,2577,1
E8978,1515,1427,0
E4424,1522,2343,1
E1489,498,1120,0
E9634,1583,1035,1
E7305,1930,1718,0
E5671,1967,333,1
E3488,1050,605,1
E8729,1107,662,1
E7909,2341,1254,0
E8748,1735,1482,0
E1375,1181,1384,1
E2235,1053,1566,0
E4573,1358,487,1
E7163,1129,573,0
E7086,1927,247,0
E2881,793,138,0
E7391,938,1813,0
E8596,354,1788,1
E10430,1079,98,1
E5863,2165,2289,1
E4403,1236,850,0
E2525,2450,1705,1
E3962,7,447,1
E7330,903,1568,1
E7033,1811,1354,0
E9720,1442,1824,0
E7620,2013,1474,1
E2976,164,1468,1
E3851,2177,2438,1
E3191,1068,739,1
E2482,1467,1201,0
E10097,2579,638,1
E4586,1119,2683,0
E10368,953,1586,1
E3216,354,2030,1
E7218,2450,876,1
E1188,1628,470,0
E4829,2371,1073,1
E7230,2346,2448,0
E4397,60,1679,0
E1777,351,1654,0
E10296,1943,2689,0
E6846,2229,1844,1
E9103,269,943,1
E10644,1155,293,1
E9518,197,2507,0
E5907,344,2124,0
E1594,883,1180,0
E9670,1807,655,1
E2245,1178,311,0
E8134,1788,2645,1
E10232,2059,1862,0
E5189,832,111,0
E6301,1174,1620,1
E4213,92,924,1
E3539,2188,968,1
E6668,191,1085,1
E2032,2704,322,0
E5539,1788,1196,1
E4071,121,1305,0
E6230,2392,146,0
E3773,837,2011,0
E4928,1002,1370,1
E6313,1979,2679,0
E8706,75,1472,0
E6909,1778,780,0
E2798,1030,476,0
E2011,643,2693,1
E8436,226,163,1
E1135,179,1664,0
